rank,player,avg,total_distance,total_drives,tournament
55,Anders Albertson,286.1,"2,289",8,Myrtle Beach Classic
56,Blades Brown,285.6,"2,285",8,Myrtle Beach Classic
56,Matt Wallace,285.6,"2,285",8,Myrtle Beach Classic
58,Carson Young,285.4,"2,283",8,Myrtle Beach Classic
59,Robby Shelton,285.3,"2,282",8,Myrtle Beach Classic
60,Jorge Campillo,283.9,"2,271",8,Myrtle Beach Classic
61,Sean O'Hair,283.5,"2,268",8,Myrtle Beach Classic
62,Taylor Dickson,282.8,"2,262",8,Myrtle Beach Classic
63,Victor Perez,282.1,"2,257",8,Myrtle Beach Classic
64,William McGirt,281.9,"2,255",8,Myrtle Beach Classic
65,Chan Kim,280.6,"2,245",8,Myrtle Beach Classic
66,Roger Sloan,278.9,"2,231",8,Myrtle Beach Classic
67,Alexander Björk,278.6,"2,229",8,Myrtle Beach Classic
68,Chez Reavie,278.1,"2,225",8,Myrtle Beach Classic
69,Henrik Norlander,276.6,"2,213",8,Myrtle Beach Classic
70,Mac Meissner,274.9,"2,199",8,Myrtle Beach Classic
1,Min Woo Lee,327.4,"2,619",8,THE CJ CUP Byron Nelson
2,Byeong Hun An,323.6,"2,589",8,THE CJ CUP Byron Nelson
3,Chris Gotterup,319.3,"2,554",8,THE CJ CUP Byron Nelson
4,Taylor Pendrith,318.3,"2,546",8,THE CJ CUP Byron Nelson
5,Adam Scott,316.0,"2,528",8,THE CJ CUP Byron Nelson
6,Luke List,313.8,"2,510",8,THE CJ CUP Byron Nelson
7,Alex Smalley,312.9,"2,503",8,THE CJ CUP Byron Nelson
8,Kevin Dougherty,312.5,"2,500",8,THE CJ CUP Byron Nelson
9,Keith Mitchell,312.4,"2,499",8,THE CJ CUP Byron Nelson
10,Ryan McCormick,310.1,"2,481",8,THE CJ CUP Byron Nelson
11,Stephan Jaeger,310.0,"2,480",8,THE CJ CUP Byron Nelson
12,Jason Day,308.0,"2,464",8,THE CJ CUP Byron Nelson
13,Adrien Dumont de Chassart,306.0,"2,448",8,THE CJ CUP Byron Nelson
13,Sam Stevens,306.0,"2,448",8,THE CJ CUP Byron Nelson
15,Adam Schenk,305.8,"2,446",8,THE CJ CUP Byron Nelson
16,S.H. Kim,305.3,"2,442",8,THE CJ CUP Byron Nelson
17,Ben Griffin,304.5,"2,436",8,THE CJ CUP Byron Nelson
18,Jake Knapp,303.9,"2,431",8,THE CJ CUP Byron Nelson
19,Vince Whaley,303.3,"2,426",8,THE CJ CUP Byron Nelson
20,David Skinns,303.1,"2,425",8,THE CJ CUP Byron Nelson
21,Maverick McNealy,302.6,"2,421",8,THE CJ CUP Byron Nelson
22,Davis Riley,302.0,"2,416",8,THE CJ CUP Byron Nelson
23,Max McGreevy,300.6,"2,405",8,THE CJ CUP Byron Nelson
24,Kevin Tway,300.3,"2,402",8,THE CJ CUP Byron Nelson
25,Si Woo Kim,299.5,"2,396",8,THE CJ CUP Byron Nelson
26,Matt Wallace,299.4,"2,395",8,THE CJ CUP Byron Nelson
27,Rafael Campos,298.8,"2,390",8,THE CJ CUP Byron Nelson
28,Tyson Alexander,298.4,"2,387",8,THE CJ CUP Byron Nelson
29,Justin Lower,298.0,"2,384",8,THE CJ CUP Byron Nelson
30,Jorge Campillo,297.9,"2,383",8,THE CJ CUP Byron Nelson
,Field Average,297.8,,,THE CJ CUP Byron Nelson
31,Nick Dunlap,297.5,"2,380",8,THE CJ CUP Byron Nelson
31,K.H. Lee,297.5,"2,380",8,THE CJ CUP Byron Nelson
31,Ben Martin,297.5,"2,380",8,THE CJ CUP Byron Nelson
34,Kevin Chappell,297.1,"2,377",8,THE CJ CUP Byron Nelson
34,Taiga Semikawa,297.1,"2,377",8,THE CJ CUP Byron Nelson
36,Troy Merritt,296.5,"2,372",8,THE CJ CUP Byron Nelson
37,Tom Hoge,296.3,"2,370",8,THE CJ CUP Byron Nelson
37,Patton Kizzire,296.3,"2,370",8,THE CJ CUP Byron Nelson
37,Andrew Novak,296.3,"2,370",8,THE CJ CUP Byron Nelson
40,Alex Noren,296.1,"2,369",8,THE CJ CUP Byron Nelson
41,Hayden Buckley,295.5,"2,364",8,THE CJ CUP Byron Nelson
42,Aaron Rai,295.1,"2,361",8,THE CJ CUP Byron Nelson
43,Mackenzie Hughes,295.0,"2,360",8,THE CJ CUP Byron Nelson
44,Beau Hossler,294.6,"2,357",8,THE CJ CUP Byron Nelson
45,Sung Kang,294.5,"2,356",8,THE CJ CUP Byron Nelson
46,Ryo Hisatsune,293.4,"2,347",8,THE CJ CUP Byron Nelson
47,Nico Echavarria,293.1,"2,345",8,THE CJ CUP Byron Nelson
48,Scott Piercy,292.9,"2,343",8,THE CJ CUP Byron Nelson
49,Dylan Wu,292.5,"2,340",8,THE CJ CUP Byron Nelson
50,Tom Kim,292.3,"2,338",8,THE CJ CUP Byron Nelson
51,Carson Young,291.3,"2,330",8,THE CJ CUP Byron Nelson
52,Harrison Endycott,291.1,"2,329",8,THE CJ CUP Byron Nelson
53,Daniel Berger,290.6,"2,325",8,THE CJ CUP Byron Nelson
54,Kelly Kraft,290.0,"2,320",8,THE CJ CUP Byron Nelson
55,Henrik Norlander,289.9,"2,319",8,THE CJ CUP Byron Nelson
55,Tom Whitney,289.9,"2,319",8,THE CJ CUP Byron Nelson
57,Kris Kim,289.5,"2,316",8,THE CJ CUP Byron Nelson
57,Ben Kohles,289.5,"2,316",8,THE CJ CUP Byron Nelson
59,Mark Hubbard,288.8,"2,310",8,THE CJ CUP Byron Nelson
60,S.Y. Noh,287.0,"2,296",8,THE CJ CUP Byron Nelson
61,Joel Dahmen,285.8,"2,286",8,THE CJ CUP Byron Nelson
62,Martin Laird,284.4,"2,275",8,THE CJ CUP Byron Nelson
63,Austin Cook,283.8,"2,270",8,THE CJ CUP Byron Nelson
64,Zach Johnson,282.4,"2,259",8,THE CJ CUP Byron Nelson
64,Brandt Snedeker,282.4,"2,259",8,THE CJ CUP Byron Nelson
66,Aaron Baddeley,282.0,"2,256",8,THE CJ CUP Byron Nelson
1,Byeong Hun An,336.1,"2,689",8,RBC Heritage
2,Wyndham Clark,326.8,"2,614",8,RBC Heritage
3,Sahith Theegala,324.4,"2,595",8,RBC Heritage
4,Rory McIlroy,322.1,"2,577",8,RBC Heritage
5,Justin Thomas,318.1,"2,545",8,RBC Heritage
6,Erik Barnes,317.9,"2,543",8,RBC Heritage
7,Tony Finau,316.9,"2,535",8,RBC Heritage
8,Cam Davis,316.4,"2,531",8,RBC Heritage
9,Alejandro Tosti,316.3,"2,530",8,RBC Heritage
10,Jake Knapp,315.8,"2,526",8,RBC Heritage
11,Jason Day,315.4,"2,523",8,RBC Heritage
12,Jordan Spieth,315.3,"2,522",8,RBC Heritage
13,Taylor Moore,314.9,"2,519",8,RBC Heritage
14,Corey Conners,312.9,"2,503",8,RBC Heritage
15,Keegan Bradley,312.0,"2,496",8,RBC Heritage
16,Gary Woodland,310.1,"2,481",8,RBC Heritage
17,Mackenzie Hughes,308.6,"2,469",8,RBC Heritage
18,Xander Schauffele,308.5,"2,468",8,RBC Heritage
19,Harris English,308.4,"2,467",8,RBC Heritage
20,Ludvig Åberg,308.3,"2,466",8,RBC Heritage
20,Patrick Cantlay,308.3,"2,466",8,RBC Heritage
20,Grayson Murray,308.3,"2,466",8,RBC Heritage
23,Cameron Young,306.8,"2,454",8,RBC Heritage
24,Eric Cole,305.6,"2,445",8,RBC Heritage
25,Nick Dunlap,305.5,"2,444",8,RBC Heritage
26,Stephan Jaeger,304.8,"2,438",8,RBC Heritage
27,Kurt Kitayama,304.6,"2,437",8,RBC Heritage
28,Patrick Rodgers,304.0,"2,432",8,RBC Heritage
29,Shane Lowry,303.9,"2,431",8,RBC Heritage
30,Adam Schenk,303.5,"2,428",8,RBC Heritage
31,Thomas Detry,303.3,"2,426",8,RBC Heritage
,Field Average,303.2,,,RBC Heritage
32,Matthieu Pavon,303.0,"2,424",8,RBC Heritage
33,Peter Malnati,302.8,"2,422",8,RBC Heritage
34,Lee Hodges,302.6,"2,421",8,RBC Heritage
35,Scottie Scheffler,302.4,"2,419",8,RBC Heritage
36,Sungjae Im,301.9,"2,415",8,RBC Heritage
37,Austin Eckroat,301.6,"2,413",8,RBC Heritage
38,Sam Burns,301.3,"2,410",8,RBC Heritage
39,Si Woo Kim,301.0,"2,408",8,RBC Heritage
40,Andrew Putnam,300.4,"2,403",8,RBC Heritage
41,Chris Kirk,299.8,"2,398",8,RBC Heritage
41,Adam Svensson,299.8,"2,398",8,RBC Heritage
43,Lucas Glover,299.3,"2,394",8,RBC Heritage
44,Adam Hadwin,299.1,"2,393",8,RBC Heritage
45,Tommy Fleetwood,298.8,"2,390",8,RBC Heritage
46,Chandler Phillips,298.6,"2,389",8,RBC Heritage
47,Webb Simpson,298.3,"2,386",8,RBC Heritage
48,Rickie Fowler,298.1,"2,385",8,RBC Heritage
49,Christiaan Bezuidenhout,297.9,"2,383",8,RBC Heritage
50,Erik van Rooyen,297.8,"2,382",8,RBC Heritage
51,Matt Fitzpatrick,297.5,"2,380",8,RBC Heritage
52,Brian Harman,296.9,"2,375",8,RBC Heritage
53,Collin Morikawa,296.0,"2,368",8,RBC Heritage
54,Seamus Power,295.9,"2,367",8,RBC Heritage
55,Will Zalatoris,295.8,"2,366",8,RBC Heritage
56,Nick Taylor,294.4,"2,355",8,RBC Heritage
57,Denny McCarthy,294.3,"2,354",8,RBC Heritage
58,Sepp Straka,294.1,"2,353",8,RBC Heritage
59,Emiliano Grillo,293.1,"2,345",8,RBC Heritage
60,Russell Henley,292.9,"2,343",8,RBC Heritage
61,Tom Hoge,292.6,"2,341",8,RBC Heritage
61,Justin Rose,292.6,"2,341",8,RBC Heritage
63,Akshay Bhatia,292.4,"2,339",8,RBC Heritage
64,Max Homa,290.8,"2,326",8,RBC Heritage
65,Tom Kim,290.4,"2,323",8,RBC Heritage
66,Brice Garnett,290.0,"2,320",8,RBC Heritage
66,J.T. Poston,290.0,"2,320",8,RBC Heritage
68,Kevin Kisner,275.1,"2,201",8,RBC Heritage
69,Brendon Todd,266.5,"2,132",8,RBC Heritage
1,Pierceson Coody,321.6,"2,251",7,Corales Puntacana Championship
2,Peter Kuest,321.3,"2,570",8,Corales Puntacana Championship
3,Rafael Campos,318.1,"2,545",8,Corales Puntacana Championship
4,Jhonattan Vegas,316.6,"2,533",8,Corales Puntacana Championship
5,S.H. Kim,316.5,"2,532",8,Corales Puntacana Championship
6,Matti Schmid,316.3,"2,530",8,Corales Puntacana Championship
7,Max Greyserman,315.9,"2,527",8,Corales Puntacana Championship
8,Patrick Fishburn,315.6,"2,525",8,Corales Puntacana Championship
9,Wilson Furr,314.8,"2,518",8,Corales Puntacana Championship
10,Callum Tarren,314.0,"2,512",8,Corales Puntacana Championship
11,Vince Whaley,312.7,"2,189",7,Corales Puntacana Championship
12,Lanto Griffin,312.3,"2,498",8,Corales Puntacana Championship
13,Taylor Pendrith,312.0,"2,496",8,Corales Puntacana Championship
14,Michael Kim,311.7,"2,182",7,Corales Puntacana Championship
15,Kevin Tway,311.5,"2,492",8,Corales Puntacana Championship
16,Justin Lower,311.3,"2,490",8,Corales Puntacana Championship
17,Charley Hoffman,311.0,"2,488",8,Corales Puntacana Championship
18,Jimmy Stanger,310.8,"2,486",8,Corales Puntacana Championship
19,Alex Fitzpatrick,310.7,"2,175",7,Corales Puntacana Championship
20,Wesley Bryan,310.4,"2,483",8,Corales Puntacana Championship
20,Parker Coody,310.4,"2,173",7,Corales Puntacana Championship
22,Ben Martin,310.3,"2,482",8,Corales Puntacana Championship
23,Zecheng Dou,309.9,"2,479",8,Corales Puntacana Championship
24,Trace Crowe,309.6,"2,167",7,Corales Puntacana Championship
25,Rico Hoey,309.3,"2,474",8,Corales Puntacana Championship
26,Billy Horschel,308.6,"2,469",8,Corales Puntacana Championship
27,Sam Stevens,308.5,"2,468",8,Corales Puntacana Championship
28,Victor Perez,308.1,"2,157",7,Corales Puntacana Championship
29,K.H. Lee,307.9,"2,463",8,Corales Puntacana Championship
29,Sean O'Hair,307.9,"2,463",8,Corales Puntacana Championship
31,Tyson Alexander,307.4,"2,459",8,Corales Puntacana Championship
32,Brandon Berry,306.5,"2,452",8,Corales Puntacana Championship
33,Brandon Wu,306.4,"2,145",7,Corales Puntacana Championship
34,Davis Thompson,305.8,"2,446",8,Corales Puntacana Championship
35,Jorge Campillo,305.7,"2,140",7,Corales Puntacana Championship
36,James Hahn,305.4,"2,138",7,Corales Puntacana Championship
37,Harry Higgs,304.8,"2,438",8,Corales Puntacana Championship
38,Ryan Palmer,304.1,"2,433",8,Corales Puntacana Championship
39,Erik Compton,304.0,"2,432",8,Corales Puntacana Championship
39,Mark Hubbard,304.0,"2,432",8,Corales Puntacana Championship
39,Henrik Norlander,304.0,"2,432",8,Corales Puntacana Championship
42,Chan Kim,303.8,"2,430",8,Corales Puntacana Championship
,Field Average,303.4,,,Corales Puntacana Championship
43,Nico Echavarria,303.3,"2,426",8,Corales Puntacana Championship
44,Jacob Bridgeman,302.6,"2,421",8,Corales Puntacana Championship
45,Alex Noren,302.4,"2,419",8,Corales Puntacana Championship
46,Patton Kizzire,301.9,"2,113",7,Corales Puntacana Championship
47,Daniel Berger,301.8,"2,414",8,Corales Puntacana Championship
48,Joel Dahmen,301.4,"2,411",8,Corales Puntacana Championship
48,Jimmy Walker,301.4,"2,411",8,Corales Puntacana Championship
50,Bill Haas,301.1,"2,409",8,Corales Puntacana Championship
51,Adrien Dumont de Chassart,300.9,"2,407",8,Corales Puntacana Championship
52,Richy Werenski,300.3,"2,402",8,Corales Puntacana Championship
53,Ben Griffin,300.0,"2,400",8,Corales Puntacana Championship
54,Chad Ramey,299.9,"2,399",8,Corales Puntacana Championship
55,Greyson Sigg,299.1,"2,393",8,Corales Puntacana Championship
56,Alex Smalley,297.1,"2,377",8,Corales Puntacana Championship
57,Matt NeSmith,296.9,"2,078",7,Corales Puntacana Championship
58,Robert Streb,294.9,"2,064",7,Corales Puntacana Championship
59,Troy Merritt,293.8,"2,350",8,Corales Puntacana Championship
59,Tom Whitney,293.8,"2,350",8,Corales Puntacana Championship
61,Adam Long,291.8,"2,334",8,Corales Puntacana Championship
62,William McGirt,290.8,"2,326",8,Corales Puntacana Championship
62,Sam Ryder,290.8,"2,326",8,Corales Puntacana Championship
64,Chez Reavie,290.1,"2,321",8,Corales Puntacana Championship
65,Austin Smotherman,288.6,"2,309",8,Corales Puntacana Championship
66,Harrison Endycott,284.4,"1,991",7,Corales Puntacana Championship
67,Doug Ghim,274.3,"2,194",8,Corales Puntacana Championship
68,Ryan Armour,270.1,"1,891",7,Corales Puntacana Championship
69,Scott Gutschewski,269.5,"2,156",8,Corales Puntacana Championship
70,Scott Piercy,257.9,"1,805",7,Corales Puntacana Championship
1,Rory McIlroy,318.0,"2,544",8,Masters Tournament
2,Bryson DeChambeau,316.8,"2,534",8,Masters Tournament
3,Min Woo Lee,312.5,"2,500",8,Masters Tournament
4,Tony Finau,311.9,"2,495",8,Masters Tournament
5,Nicolai Højgaard,311.8,"2,494",8,Masters Tournament
6,Jon Rahm,311.4,"2,491",8,Masters Tournament
7,Ryan Fox,311.3,"2,490",8,Masters Tournament
8,Kurt Kitayama,310.5,"2,484",8,Masters Tournament
9,Ludvig Åberg,308.6,"2,469",8,Masters Tournament
10,Jake Knapp,308.3,"2,466",8,Masters Tournament
11,Tyrrell Hatton,307.3,"2,458",8,Masters Tournament
12,Cameron Young,306.1,"2,449",8,Masters Tournament
13,Scottie Scheffler,305.8,"2,446",8,Masters Tournament
14,Byeong Hun An,305.5,"2,444",8,Masters Tournament
14,Brooks Koepka,305.5,"2,444",8,Masters Tournament
14,Neal Shipley,305.5,"2,444",8,Masters Tournament
17,Luke List,305.0,"2,440",8,Masters Tournament
18,Adam Scott,304.5,"2,436",8,Masters Tournament
19,Xander Schauffele,303.3,"2,426",8,Masters Tournament
20,Taylor Moore,303.1,"2,425",8,Masters Tournament
21,Corey Conners,302.9,"2,423",8,Masters Tournament
22,Joaquin Niemann,302.3,"2,418",8,Masters Tournament
23,Keegan Bradley,300.9,"2,407",8,Masters Tournament
24,Eric Cole,299.9,"2,399",8,Masters Tournament
25,Matt Fitzpatrick,299.8,"2,398",8,Masters Tournament
26,Adam Schenk,299.6,"2,397",8,Masters Tournament
27,Grayson Murray,299.5,"2,396",8,Masters Tournament
28,Patrick Cantlay,298.8,"2,390",8,Masters Tournament
28,Erik van Rooyen,298.8,"2,390",8,Masters Tournament
30,Akshay Bhatia,297.8,"2,382",8,Masters Tournament
31,Tommy Fleetwood,297.1,"2,377",8,Masters Tournament
32,Sahith Theegala,296.9,"2,375",8,Masters Tournament
33,Shane Lowry,296.6,"2,373",8,Masters Tournament
,Field Average,296.2,,,Masters Tournament
34,Matthieu Pavon,296.1,"2,369",8,Masters Tournament
35,Rickie Fowler,295.6,"2,365",8,Masters Tournament
36,Chris Kirk,295.3,"2,362",8,Masters Tournament
37,Jason Day,294.9,"2,359",8,Masters Tournament
37,Harris English,294.9,"2,359",8,Masters Tournament
39,Adam Hadwin,293.4,"2,347",8,Masters Tournament
40,Tom Kim,293.1,"2,345",8,Masters Tournament
41,Max Homa,292.9,"2,343",8,Masters Tournament
42,Sepp Straka,292.5,"2,340",8,Masters Tournament
43,Thorbjørn Olesen,292.3,"2,338",8,Masters Tournament
44,Cameron Smith,292.1,"2,337",8,Masters Tournament
45,J.T. Poston,291.4,"2,331",8,Masters Tournament
46,Collin Morikawa,291.1,"2,329",8,Masters Tournament
47,Lucas Glover,291.0,"2,328",8,Masters Tournament
48,Hideki Matsuyama,290.5,"2,324",8,Masters Tournament
49,Camilo Villegas,289.5,"2,316",8,Masters Tournament
50,Patrick Reed,289.4,"2,315",8,Masters Tournament
51,Vijay Singh,289.1,"2,313",8,Masters Tournament
52,Si Woo Kim,288.8,"2,310",8,Masters Tournament
52,Tiger Woods,288.8,"2,310",8,Masters Tournament
54,Danny Willett,288.1,"2,305",8,Masters Tournament
55,Will Zalatoris,287.3,"2,298",8,Masters Tournament
56,Cam Davis,285.6,"2,285",8,Masters Tournament
57,Russell Henley,278.8,"2,230",8,Masters Tournament
58,Denny McCarthy,276.8,"2,214",8,Masters Tournament
59,Phil Mickelson,273.4,"2,187",8,Masters Tournament
60,José María Olazábal,261.6,"2,093",8,Masters Tournament
1,Ludvig Åberg,326.0,"2,608",8,Valero Texas Open
2,Peter Kuest,324.8,"2,598",8,Valero Texas Open
3,Ryan McCormick,323.6,"2,589",8,Valero Texas Open
4,Kevin Yu,320.9,"2,567",8,Valero Texas Open
5,Garrick Higgo,320.4,"2,563",8,Valero Texas Open
6,Adam Scott,318.6,"2,549",8,Valero Texas Open
7,Keith Mitchell,317.6,"2,541",8,Valero Texas Open
8,Akshay Bhatia,317.1,"2,537",8,Valero Texas Open
9,Kevin Chappell,316.3,"2,530",8,Valero Texas Open
10,Hayden Springer,315.6,"2,525",8,Valero Texas Open
11,Victor Perez,315.5,"2,524",8,Valero Texas Open
11,Carl Yuan,315.5,"2,524",8,Valero Texas Open
13,Joe Highsmith,314.9,"2,519",8,Valero Texas Open
14,Jordan Spieth,313.6,"2,509",8,Valero Texas Open
15,Nicolai Højgaard,312.8,"2,502",8,Valero Texas Open
16,Sam Stevens,312.6,"2,501",8,Valero Texas Open
17,Rico Hoey,311.5,"2,492",8,Valero Texas Open
18,Mac Meissner,311.1,"2,489",8,Valero Texas Open
19,S.H. Kim,310.9,"2,487",8,Valero Texas Open
20,Vincent Norrman,310.3,"2,482",8,Valero Texas Open
20,Adam Schenk,310.3,"2,482",8,Valero Texas Open
22,Parker Coody,310.0,"2,480",8,Valero Texas Open
23,Beau Hossler,309.4,"2,475",8,Valero Texas Open
23,Chan Kim,309.4,"2,475",8,Valero Texas Open
23,Thorbjørn Olesen,309.4,"2,475",8,Valero Texas Open
26,Hideki Matsuyama,309.0,"2,472",8,Valero Texas Open
27,Tommy Fleetwood,308.8,"2,470",8,Valero Texas Open
28,Matti Schmid,308.0,"2,464",8,Valero Texas Open
29,Nick Hardy,307.9,"2,463",8,Valero Texas Open
30,Lanto Griffin,307.6,"2,461",8,Valero Texas Open
31,Pierceson Coody,306.3,"2,450",8,Valero Texas Open
32,J.J. Spaun,305.6,"2,445",8,Valero Texas Open
33,Rory McIlroy,305.1,"2,441",8,Valero Texas Open
33,Kevin Streelman,305.1,"2,441",8,Valero Texas Open
35,Bronson Burgoon,304.9,"2,439",8,Valero Texas Open
36,Davis Thompson,304.1,"2,433",8,Valero Texas Open
37,Corey Conners,303.8,"2,430",8,Valero Texas Open
38,Matt Fitzpatrick,303.4,"2,427",8,Valero Texas Open
38,Max Homa,303.4,"2,427",8,Valero Texas Open
38,Collin Morikawa,303.4,"2,427",8,Valero Texas Open
41,Bud Cauley,303.1,"2,425",8,Valero Texas Open
42,Josh Teater,303.0,"2,424",8,Valero Texas Open
43,Vince Whaley,302.1,"2,417",8,Valero Texas Open
,Field Average,301.8,,,Valero Texas Open
44,Charley Hoffman,301.5,"2,412",8,Valero Texas Open
45,Tyson Alexander,301.3,"2,410",8,Valero Texas Open
46,Maverick McNealy,300.8,"2,406",8,Valero Texas Open
46,Alex Noren,300.8,"2,406",8,Valero Texas Open
48,Harry Hall,300.5,"2,404",8,Valero Texas Open
49,Ryo Hisatsune,300.3,"2,402",8,Valero Texas Open
50,Austin Eckroat,299.8,"2,398",8,Valero Texas Open
50,Tom Whitney,299.8,"2,398",8,Valero Texas Open
52,Adam Svensson,299.5,"2,396",8,Valero Texas Open
53,Aaron Baddeley,299.4,"2,395",8,Valero Texas Open
54,Webb Simpson,298.0,"2,384",8,Valero Texas Open
55,Andrew Novak,297.9,"2,383",8,Valero Texas Open
56,Ben Martin,296.4,"2,371",8,Valero Texas Open
57,Justin Lower,295.4,"2,363",8,Valero Texas Open
58,Brandt Snedeker,295.1,"2,361",8,Valero Texas Open
59,Robby Shelton,294.0,"2,352",8,Valero Texas Open
60,Martin Laird,293.9,"2,351",8,Valero Texas Open
61,Ben Silverman,293.6,"2,349",8,Valero Texas Open
62,Stewart Cink,293.1,"2,345",8,Valero Texas Open
63,Ben Griffin,291.9,"2,335",8,Valero Texas Open
64,C.T. Pan,291.8,"2,334",8,Valero Texas Open
65,Christiaan Bezuidenhout,291.3,"2,330",8,Valero Texas Open
66,Brian Harman,291.0,"2,328",8,Valero Texas Open
67,Ben Kohles,290.6,"2,325",8,Valero Texas Open
68,Nate Lashley,290.4,"2,323",8,Valero Texas Open
68,Ryan Moore,290.4,"2,323",8,Valero Texas Open
70,Tyler Duncan,290.3,"2,322",8,Valero Texas Open
71,Kevin Kisner,289.0,"2,312",8,Valero Texas Open
72,Mark Hubbard,288.5,"2,308",8,Valero Texas Open
72,Aaron Rai,288.5,"2,308",8,Valero Texas Open
74,Denny McCarthy,288.4,"2,307",8,Valero Texas Open
74,Chez Reavie,288.4,"2,307",8,Valero Texas Open
76,Russell Henley,288.0,"2,304",8,Valero Texas Open
77,Dylan Wu,287.9,"2,303",8,Valero Texas Open
78,Lucas Glover,284.1,"2,273",8,Valero Texas Open
78,David Lipsky,284.1,"2,273",8,Valero Texas Open
80,Andrew Putnam,284.0,"2,272",8,Valero Texas Open
81,Brendon Todd,278.3,"2,226",8,Valero Texas Open
82,Alexander Björk,277.6,"2,221",8,Valero Texas Open
1,Alejandro Tosti,329.5,"2,636",8,Texas Children's Houston Open
2,Gary Woodland,328.3,"2,626",8,Texas Children's Houston Open
3,Wyndham Clark,324.6,"2,597",8,Texas Children's Houston Open
4,Chan Kim,322.5,"2,580",8,Texas Children's Houston Open
5,Adrien Dumont de Chassart,322.3,"2,578",8,Texas Children's Houston Open
6,Max Greyserman,321.9,"2,575",8,Texas Children's Houston Open
7,Scottie Scheffler,321.4,"2,571",8,Texas Children's Houston Open
8,Chris Gotterup,321.3,"2,570",8,Texas Children's Houston Open
9,Vincent Norrman,320.4,"2,563",8,Texas Children's Houston Open
10,Jhonattan Vegas,320.3,"2,562",8,Texas Children's Houston Open
11,Stephan Jaeger,320.1,"2,561",8,Texas Children's Houston Open
12,Matti Schmid,319.5,"2,556",8,Texas Children's Houston Open
13,Wilson Furr,317.5,"2,540",8,Texas Children's Houston Open
14,Cameron Champ,317.1,"2,537",8,Texas Children's Houston Open
15,Tony Finau,316.6,"2,533",8,Texas Children's Houston Open
15,Andrew Novak,316.6,"2,533",8,Texas Children's Houston Open
17,Nick Dunlap,315.9,"2,527",8,Texas Children's Houston Open
18,Taylor Pendrith,315.6,"2,525",8,Texas Children's Houston Open
19,Kevin Dougherty,314.8,"2,518",8,Texas Children's Houston Open
20,Davis Thompson,313.8,"2,510",8,Texas Children's Houston Open
21,Ryan Brehm,313.6,"2,509",8,Texas Children's Houston Open
22,Sam Stevens,313.5,"2,508",8,Texas Children's Houston Open
23,Callum Tarren,313.3,"2,506",8,Texas Children's Houston Open
24,Joseph Bramlett,312.8,"2,502",8,Texas Children's Houston Open
25,Sahith Theegala,312.6,"2,501",8,Texas Children's Houston Open
26,Ryan Fox,312.0,"2,496",8,Texas Children's Houston Open
26,Michael Kim,312.0,"2,496",8,Texas Children's Houston Open
28,Garrick Higgo,310.6,"2,485",8,Texas Children's Houston Open
29,Patrick Rodgers,310.5,"2,484",8,Texas Children's Houston Open
30,Lanto Griffin,310.3,"2,482",8,Texas Children's Houston Open
31,Pierceson Coody,310.0,"2,480",8,Texas Children's Houston Open
32,Thomas Detry,308.8,"2,470",8,Texas Children's Houston Open
33,Tyson Alexander,308.5,"2,468",8,Texas Children's Houston Open
34,Victor Perez,307.8,"2,462",8,Texas Children's Houston Open
35,Kurt Kitayama,307.5,"2,460",8,Texas Children's Houston Open
36,S.H. Kim,306.8,"2,454",8,Texas Children's Houston Open
36,Taylor Moore,306.8,"2,454",8,Texas Children's Houston Open
38,Justin Lower,306.0,"2,448",8,Texas Children's Houston Open
39,Cam Davis,305.8,"2,446",8,Texas Children's Houston Open
40,Erik Barnes,305.6,"2,445",8,Texas Children's Houston Open
41,K.H. Lee,304.4,"2,435",8,Texas Children's Houston Open
41,Will Zalatoris,304.4,"2,435",8,Texas Children's Houston Open
43,Peter Malnati,303.9,"2,431",8,Texas Children's Houston Open
44,Jacob Bridgeman,303.8,"2,430",8,Texas Children's Houston Open
45,Mackenzie Hughes,303.6,"2,429",8,Texas Children's Houston Open
46,Ryan Palmer,303.4,"2,427",8,Texas Children's Houston Open
,Field Average,303.3,,,Texas Children's Houston Open
47,David Skinns,302.8,"2,422",8,Texas Children's Houston Open
48,Beau Hossler,302.1,"2,417",8,Texas Children's Houston Open
49,Tom Hoge,301.9,"2,415",8,Texas Children's Houston Open
50,Akshay Bhatia,301.4,"2,411",8,Texas Children's Houston Open
51,Scott Gutschewski,300.8,"2,406",8,Texas Children's Houston Open
52,Davis Riley,300.0,"2,400",8,Texas Children's Houston Open
53,Sam Ryder,299.5,"2,396",8,Texas Children's Houston Open
54,Bud Cauley,297.5,"2,380",8,Texas Children's Houston Open
54,Joe Highsmith,297.5,"2,380",8,Texas Children's Houston Open
56,Aaron Rai,297.4,"2,379",8,Texas Children's Houston Open
57,Daniel Berger,296.1,"2,369",8,Texas Children's Houston Open
58,Chandler Phillips,296.0,"2,368",8,Texas Children's Houston Open
59,Ben Griffin,295.8,"2,366",8,Texas Children's Houston Open
59,Chad Ramey,295.8,"2,366",8,Texas Children's Houston Open
61,Adam Svensson,295.6,"2,365",8,Texas Children's Houston Open
62,Billy Horschel,295.4,"2,363",8,Texas Children's Houston Open
63,Nick Hardy,295.3,"2,362",8,Texas Children's Houston Open
64,Si Woo Kim,294.1,"2,353",8,Texas Children's Houston Open
65,Martin Laird,293.9,"2,351",8,Texas Children's Houston Open
